id,viewCount,likeCount,favoriteCount,commentCount
JgOWuWchf88,82353,1767,0,88
O2Twk386qm4,141319,6652,0,324
o63dR6rEs70,277036,10776,0,551
mgMwGBtt4rE,1086801,24506,0,667
y51Av743JEs,78666,1057,0,112
MAisFnH3Vro,87763,2475,0,230
qXibG3pG4zM,61458,1903,0,68
HJDx_8PIqxk,135211,3011,0,157
ymqKPz5kRXE,1289667,36416,0,1402
7Ur_455ttZY,21052,427,0,38
9ix2DCAzDp0,213913,6561,0,225
lsg1BCISPNU,901234,27428,0,881
9E4knj71GRE,20947,339,0,27
gnKRe1-zF28,94137,3053,0,115
ObD7Qjai55Y,203050,5285,0,328
UyTjpf47MZk,21157,278,0,8
UJMhvIlADYc,7498044,88001,0,2343
mpdZZhRBnOg,125250,2934,0,150
izyBoVzC0Wk,530048,18632,0,1194
PMLRBZravU8,33820,826,0,57
ICUoG54pIW0,109872,2595,0,120
Vz0wwYOV3PM,289005,11081,0,1238
E4hevWAjUZI,82268,2211,0,146
EzaF16C8WPw,35460,589,0,40
USdiumz1ZFM,645833,21058,0,1006
6hpERoSmq74,86338,2157,0,75
iYAnixLQno4,217644,4089,0,144
tarsyQZCMUs,365719,9814,0,418
ZT8nSsHrUf0,147906,2969,0,126
5de8UjLRZBI,127851,2737,0,231
ZJe0JcKLWaE,150707,3249,0,204
jSK5fJpqs5I,115058,2581,0,132
Id-t3IVNREo,117539,3003,0,181
hjKXtAbYbSQ,93452,2476,0,121
gQ6maLl5pQA,717496,17858,0,580
FlZuFh0KUvc,10005344,91083,0,2244
L5i4stj4M30,401767,17384,0,565
L1l69tA5oCs,62845,1552,0,69
NjwA9i_o3pU,606518,15369,0,726
p3wLRo9zE5w,222311,8053,0,605
fv3kgm18Q7I,35236,1466,0,100
iX_ubL2-sfs,1183627,40497,0,3165
FrXXLcx4dCw,143616,4116,0,201
cnrSu6sH-Ug,1363999,32529,0,1591
qX9WE9-Pt2U,84123,1812,0,154
vvTXMeexv5Y,151079,4403,0,194
Xg-vPVOyceM,38188,914,0,33
M9UMzNFJxhY,2324379,88181,0,9236
zxfFYV4Lfek,670892,20488,0,763
SufUZu4h_m8,478572,14444,0,1019
sP192eOTFpU,63630,1232,0,73
1D-QXrC3U0I,642712,19834,0,611
jHdCIBDsniI,83138,1710,0,101
e04Ar0KQjZY,78879,1395,0,62
mLeFgJ9JJHY,90028,2269,0,141
S1qpVSz3pP4,282669,7140,0,258
maDO3z41wXA,139450,4527,0,284
H-cCTeVD3MM,55373,1764,0,76
7OfULrhVASI,136445,5054,0,298
XoRFGTt9B20,83164,2108,0,81
fvqhf7X7vLA,40366,941,0,78
SB6jTKPOjMY,307103,7199,0,244
G3QgBxK5Ev8,53759,1132,0,131
G5sOTIEyjUo,19158,370,0,26
Htmfg1BMXTA,60729,1678,0,131
BThnnxdLAqs,46382,1303,0,83
u5puSWxPNyA,593226,22178,0,691
Dy4pEFFbFsA,8073748,134845,0,5826
2arc30068Wk,338848,10610,0,522
XfJkMTVWu3U,2773769,70927,0,2730
2g3zEtCnq-0,14801,133,0,11
8ta8ftzNvek,587574,22843,0,934
C2BxIBlJUAE,119867,2917,0,183
srn5Cd9yR3Y,2682220,52233,0,2518
IT9sB1e61BA,664020,21555,0,872
ZUYJ8_tBSSQ,784810,23815,0,792
KGczofguB0c,14426245,342187,0,8737
bJUUnXZVIfY,1973271,46882,0,1704
8YTAnJnC0mc,15048,187,0,28
x-pRNfpbsxU,60948,2061,0,89
tHKvLteaaB0,10181,58,0,6
ThDoFjsGijw,318534,15961,0,496
-MefNjyFer8,193373,3129,0,327
SrYSpLGuKwo,338889,7937,0,317
eTacK5_H660,12456,113,0,14
5n-GC2wU4is,405510,20428,0,434
K6NR9DYiEqc,113891,2421,0,135
GatQYthTUKs,85846,1572,0,68
sJT5nBmKaZc,148158,4409,0,302
iKw3DXh-MlI,9323,106,0,11
pnAr3L-XZN4,39109,1572,0,14
qpeVQnwyxEc,133307,6703,0,232
yXI7NP7TDCw,4803183,100994,0,3588
l4c4PUNkawc,691697,7195,0,343
Hq4SuewheZQ,37244,529,0,25
SKJ5JyuP7WY,2327194,32724,0,1678
CPCH3FkDB-g,11754,168,0,34
cZ2Ng9KOntY,229486,13757,0,256
l-JEdcOGuzQ,248409,6987,0,307
4MsoqUv5gv4,14284962,158466,0,4311
WEkXiSfnZpE,97832,1457,0,92
_4HBmNI0IPo,8757,101,0,5
1OVXpy4Rws4,315008,6650,0,375
OJS9ylYZ5Jg,12169,280,0,10
nKDoVuG7uZ0,796581,38643,0,2020
nMlnt85iysY,180125,5410,0,256
zci87SxHC1A,9586,93,0,11
F7wIRxQEetc,10289822,169787,0,5709
RG6O-Qq79G0,29066132,269098,0,7968
yFXfP20sf8o,26494,589,0,102
h_a5zbizXCw,503428,15506,0,425
rFnCusWyHsY,37110,1195,0,15
-jLebs9xraI,1400968,16742,0,469
jdHPotMqv1M,3164848,30064,0,1561
ZaxR9EQJLS8,11732,132,0,11
fJNSgPqQ1yw,198273,3402,0,142
XoYIRgFlXFY,42947,1254,0,18
S52_XxBwbJg,1111716,43697,0,1232
fhLyK0h06Og,18119,287,0,29
hX6BCuz8alo,19479,646,0,13
hPNNiQzYpMo,29310,701,0,73
2nkWKhcG-Zg,467030,16951,0,636
jmNSS44ru4s,61045,1122,0,24
iyhmBMoRk-A,32013,223,0,17
RNJYRN5UNZY,33959,781,0,52
4J5zTLnIqMY,427956,10453,0,466
coMyNfnNBs4,1845057,19847,0,1388
kIz0cz1r2gI,16933,236,0,37
ywicdvAo5AQ,209528,7514,0,548
2nFGD1-cmns,159984,5616,0,269
aBMGvHHkr9Y,8552016,161726,0,9271
kKBBdZbnn2I,30142,813,0,78
LJMFKzMdJmE,20620,270,0,30
z3ZFoo4-TdU,479954,28392,0,1221
tCwDzyLidAw,325457,8527,0,376
Nkt93coQzqg,3796864,120370,0,2583
ywUi3AurXjI,15952,310,0,20
DBQNfxcZzeo,35003,424,0,28
DIjOxmU6-ew,6854701,136653,0,4878
Ea9_egtJYMg,421228,14908,0,489
vvp2zUAS-fE,32158,396,0,33
uQvdcfosF5A,5177182,103050,0,4968
vGACLfYWq_4,15146,208,0,9
5Xyy_6NYgig,51972,655,0,72
pF2ga0O2dN4,174309,3420,0,236
5VHlrsZbgBI,1310284,28565,0,1426
zZs9EmpW04Y,57172,1032,0,85
eCK1QnrTXvA,1168204,41744,0,2061
MxbGf_JyvVs,273408,5989,0,333
1FQQgqFeu0k,14204,161,0,12
dYlX_R9opns,187636,5582,0,253
qEogQkgGEHA,54232,838,0,38
6uMyPRYjIYw,125467,2340,0,134
SAROJPnd_s8,9620488,224872,0,10381
k4A-NWOdd7s,28665,620,0,22
yN0I5xTjaGo,2040099,69264,0,2612
83nai-eV0vs,54700,746,0,68
DHvPWoMeDtE,123407,2816,0,152
p6Fj-Uq6Q4s,141998,3283,0,158
y0i3Oflyvwc,15168,163,0,26
-4FyRybGiBc,432405,14086,0,362
FEG3Ob7-E_w,31262,798,0,34
vvgTV5NEpu4,422254,9578,0,341
wEk0YlYEJAE,194170,7431,0,521
plMNAPdAyPY,508301,20935,0,1649
Xdv9whWY-ZY,232871,5756,0,397
7VUJWO6P7w0,16716,229,0,11
emPobfT6kOk,226296,4547,0,363
sLFDCyqqBsQ,47801,1691,0,106
vixsBxoufRg,31954,733,0,29
vXWcUdV9AsY,119924,5544,0,179
R9gdI7TbLY0,222541,9134,0,444
NOG49BTdJLQ,91916,1529,0,104
R6RNq3XKIQw,86653,1971,0,181
AKK5FV6zPkY,394635,5870,0,272
-PPUagtPyw4,23110,426,0,37
a-V77_moZYw,1081878,33312,0,922
wp7qctyVU2s,3674743,106577,0,2521
D7bUdMDK310,26220,535,0,39
HObS9FWpTNI,61011,1303,0,94
eHod4ZPzfLc,87137,2372,0,153
X8LTs6EZF-Y,78637,1680,0,85
3Qfw6pon9tA,520557,13019,0,868
5HPXuxrdduw,12958,185,0,7
U0S-FysDePE,112961,1434,0,60
cRUvdNsOdVY,60979,1637,0,104
tJKwzmJSpN8,1117067,23862,0,1611
MQSos6YvrKk,16621653,101375,0,2456
YN3SNoTrLY4,394202,6420,0,277
0pq_xv1PB28,285800,8631,0,440
khUmz4d2Hv8,224966,8212,0,307
ABjmQCxA7UU,304167,10725,0,722
ecZNktlc-CE,88020,1746,0,106
yBEWlarv8Tk,57366,1279,0,242
1aq9WjdCUik,130128,3549,0,149
yon4fKby21Y,46205,1005,0,38
OEYey-h-4is,19668,306,0,26
iFS4_4Ji_-E,293904,7901,0,575
rzEhsL_ezdg,14921,172,0,16
m26N10wCwss,264487,10379,0,229
CajCimN0hf8,56628,1672,0,245
ZoxKkGpRbtk,409574,16495,0,856
rr5gRttagmU,285077,7517,0,201
CM_ARaGik3o,473387,20023,0,834
IdqnNo1mqko,116977,4130,0,184
sR7JdLO_y5s,2279275,39102,0,1288
Lr3T3BxxSVA,112804,3558,0,216
N_t55quR7x8,1504587,35277,0,1114
6xzmBkhyGxQ,359573,10486,0,572
mkYN0mzY_2E,781905,19902,0,742
-Lq4Vw1T1Jk,23631,490,0,36
Oj9nUXIPPYM,181108,8668,0,502
Y7ByQy2UTJ4,14954,201,0,35
ZfqmSZ-6Cgo,658790,23211,0,655
SW6L_lTrIFg,68246620,606824,0,19163
85_uFm1R5TA,1225783,70753,0,3064
DN1Y-tbCHvA,82565,1766,0,102
Ehw07lXL1AY,1628467,65453,0,3494
Q3p7JxooncM,683805,8383,0,390
MkpZIlLYQpo,23362,327,0,20
Fn6S9NTpPvk,223564,10569,0,507
0-PlG-SU8sc,349624,13837,0,378
C9fMzxICTjU,107860,3650,0,341
wNy-HJXcFho,82383,1669,0,96
e0zFkeH9PAM,108630,2238,0,206
Q3wH_ydeqs4,15860,278,0,19
bOf3tD0sMxQ,120910,3099,0,168
FGWUGkSvyKM,99310,2265,0,153
87_1W4P1F2A,1824452,38185,0,1348
Su6kidaGW_8,47274575,530048,0,19914
PSONFPl4Qvc,110797,1956,0,279
zD9hyjbTuF0,547150,19988,0,1354
I659WEhRgA4,19439,211,0,21
npORmybcPdk,1074820,30249,0,1625
8NqSBqTQIq4,220743,7851,0,587
Ko5yZHAiKTU,678118,16080,0,719
yB2p5Oaa5Js,588652,17086,0,520
GNrerhak_pY,6053455,137636,0,5702
wRwId2RfmfA,18538939,380220,0,18899
nSS4FiOY8P0,1183087,26181,0,1686
svxhRbzGpMU,599892,20766,0,980
8xoYo-rU_Xs,155955,3961,0,160
k4O0NfwHmK4,14592,211,0,9
vDZBjxj-QAU,225167,8100,0,514
3ZLP8QMVse8,900855,16057,0,825
A7dobkCQj74,2798524,49131,0,6051
jCnrqmFSXuw,123517,4308,0,233
I7db2X9RA2Y,232728,8338,0,562
dh3MiwuLntA,7005223,161604,0,4224
4Nms38zErKU,179843,4682,0,254
aRgJlYnlJCM,359122,11253,0,306
vWQTzN_Nj1A,124570,3535,0,139
nIiR7Tsypo4,117135,3644,0,119
W5-yezpcZNU,9069445,197716,0,8150
dzgEjZyN9ec,7464497,163238,0,3383
LMQp9x3hkMc,1006061,24057,0,1078
A8fbjYgGouM,563861,10641,0,671
bpY060dYQgM,82210,3193,0,129
OZHSCZRs1LI,24545,563,0,26
S77KlsGlbCI,31729,1330,0,37
Olv2wcDxslo,83604,2429,0,103
KoCk1krAX2M,50018,1522,0,64
-dW6ksJVWXY,37975,1311,0,84
_hSLiT0q7qY,74959,5209,0,101
blPehZQd6Ms,173111,5765,0,193
yzvMnB4wfww,208446,6965,0,440
GxjyFQS2nIY,687191,21907,0,685
bMN99gLK424,94359,5087,0,141
gUaAOpVvbVY,157481,6602,0,632
nJnEN7RlR0Q,44110,1105,0,63
VF411hFXtI0,43534,1054,0,38
A3fxj5CoyfU,43370,1980,0,103
mc1QgsEl6zI,269477,8648,0,341
cX8dyBKGGD4,511802,17475,0,1086
6cQUKZXoHlE,154780,1207,0,76
Sgi1i2z-zys,69382,1530,0,68
h_5bneT_Omc,36874,592,0,26
UH1lce2Wzmc,340937,17627,0,596
PG3kd3_v6js,45099,1005,0,63
1sdOIpRJuvE,58877,1789,0,95
RyBMNprEeQM,77773,2608,0,165
rUF2yr7CC4w,57239,1967,0,161
KgrCYvVYSRE,14012101,228668,0,14594
e9hZFjbOsWg,116787,4901,0,262
2o-4iD-ZNFc,496550,21623,0,1089
yEBk4uoX6L8,34506,2341,0,24
Ql02rtW62Os,482682,17983,0,538
Dr6eIvys-IU,24084,2443,0,29
1d24-TN19bQ,46756,1271,0,53
8UdN8uWJRqM,51572,1992,0,72
99jaKJvtRBY,42375,1185,0,83
EYnDSuG3Y48,14625,730,0,18
ujDMZENuwwE,44826,721,0,55
FiB9OMGRIVY,22497,514,0,32
ZknTE5DPlAA,2896350,88122,0,3534
KTNZR82fVHw,7250576,202085,0,9427
TKfRm6uNx7I,7701508,98015,0,2262
F4neLJQC1_E,139213727,1033450,0,23739
kdby_qSPFj4,16498,1037,0,29
YyK2H0G4jrE,876098,23579,0,787
pyJsiO6SbAY,66318,1895,0,144
nABC-s1uBCk,759096,28840,0,1467
fmAumVZsXEk,24381,435,0,30
iZZv2BDtP50,294183,7903,0,512
T8o7k1GCM0c,80048,3538,0,140
MrDA0ajZuWU,244481,6996,0,548
wVwceGji2YA,14516,198,0,29
AppQlKyDJEQ,18712,211,0,21
TKcQyUszdhw,1538888,43826,0,1313
R0_JKdTkjus,59347,2546,0,82
bhKMsubj3bg,2973070,65345,0,1234
dFiytMtU0Mw,220203,7279,0,238
66fk2Qlu1GA,14297,323,0,16
AndHtmw36GU,38500,821,0,41
hh8YaTThCKI,16659,245,0,23
PSgPYBn4yyE,230794,10068,0,400
n8SdsHsiZ7k,111709,3699,0,194
bnbJCEBGvHU,103146,2936,0,170
aLavBHtwRX4,67913,1921,0,99
lzYBAe-Af-Y,392269,14729,0,568
p5NH5J6RWWE,15059,325,0,24
-YOhQP2WvM0,19204,342,0,37
mt8-QwG8dXM,792238,21208,0,751
AwCd9yxgtwc,47952,1654,0,55
3-lQ6Jl3DhM,15718,437,0,27
YIguSzBUo8o,57234,2014,0,129
fn7qbEFxH78,21099,373,0,24
Y_-I2y1YPsM,3763779,70033,0,2882
1jUVHWe09GQ,75769,2394,0,119
QDJWmG7d0AM,115619,5047,0,265
O7VbbXCvtTg,155574,4789,0,192
_76wT1NMgUY,1519541,50599,0,1927
BXIxdwhdjQo,13174,177,0,14
gBCV3RFWCAA,184345,3971,0,259
nmDSzmiys1g,669271,21590,0,765
6_tzgvTDNds,53852,1780,0,156
GXMRg2snp1g,293674,9206,0,219
6oVetwoLng8,22755,1130,0,40
iK1uBBv83M0,16864100,110177,0,3117
x_bGpitYmK8,14115,255,0,20
uEK-6cHmmZI,244764,7498,0,537
RvVqaCs-K_8,6225872,49399,0,2011
YEnY43csEG0,232116,8780,0,382
Yu80GEBrYq4,125338,3402,0,185
2dqOvCPFzjM,28031,1417,0,35
MkKYLILiSDo,573864,17511,0,894
qQAocwtyXXk,109574,1381,0,128
4RL4mk38wwI,394900,11659,0,353
3Cu67zSVl-U,258916,4755,0,271
MYiP0WO6yzA,657163,15398,0,706
Sy4msuC9GI8,114244,3051,0,245
XVMJXZYgNfc,16733562,280974,0,10225
dJm_RW8Rm10,352701,6857,0,415
0luknWYSQNA,54309,2640,0,118
HJvIQv9xZqg,308742,6902,0,435
5m06nMHTQ7U,120176,2633,0,134
EMkmtH88C7c,65711,1430,0,69
SWZ40I40qFo,90934,2200,0,156
xctyRJC3bZQ,377747,19367,0,986
HJgyQ47qABI,414045,14517,0,494
gFYAXsa7pe8,64800865,2808086,0,181722
7IgdpEjO_X8,253873,4473,0,324
DTIZikaOTDE,3211481,95377,0,2034
wdYEZGchdiA,365627,16297,0,421
2FblAep81Cc,281953,12169,0,375
wh-FnjWFTJQ,74970,1538,0,91
KCYQ_QPKd9k,38911,706,0,38
2bOigld3D1k,3033070,87416,0,2295
9EBGxX5je0E,221858,5520,0,227
CMyNMITOjro,1327779,21035,0,661
DXDwkzM7eMw,250159,8113,0,529
tthPY0gAGeU,61502,3649,0,132
vhfsae_nv-4,104025,4227,0,226
-yiQbeB7Bk8,250084,10563,0,452
9S53BdCfsjw,2796380,65834,0,2836
VyO6-oZmtms,148466,3611,0,174
4sZ2_aGsLKU,16791533,479277,0,13465
YJVStI_aC9s,163479,5830,0,269
C24hUt18RWY,6570408,146568,0,4448
Ebs6uj2iMEo,106814,2035,0,105
JGafVApCHpg,74456,4009,0,119
mbPa0QH_zxA,4243013,89670,0,2628
zvDmr_REr5w,147290,5512,0,206
o0ZnzboaDSg,1297872,29552,0,765
2Ws_5-hiqao,4792006,145195,0,3424
riz2_MQoF1Q,1213752,46769,0,2621
HdKkRs6H8jE,224125,7987,0,354
-kNVBi93Phs,18939,542,0,31
V7swrM4dfuo,50960,2515,0,140
yyVW_j0VjeA,46615,777,0,34
oWQcp2_HTPw,319984,16180,0,687
68hXtA9odvs,72417,2264,0,139
tFxQbPYe_ZA,1651154,26165,0,787
2M9JPJhu3XA,91999,2553,0,108
Wu009EAtFHE,56325,728,0,39
ZzOKewL7m_M,33628,1293,0,122
2ooC7TOr5m0,155878,3006,0,147
w8e9sy02AS0,150073,2968,0,259
OuCF7BtGrEI,127896,3774,0,204
kf2htMu_OgA,32031,5466,0,26
JaGQVG9p2vM,18643,1198,0,10
SVNKQtPvv00,469150,16332,0,361
bfY1i-XONxo,100653,2943,0,142
TZUdt79HNsI,43497,2992,0,89
17mKFPut4FI,2676304,41497,0,1731
X7Z0QEVfR8c,223767,6254,0,260
YXzWPnf6OP0,27780,859,0,27
o2sK-E5DBnA,31181,1717,0,28
6Zf5dB6HFp4,56440,2389,0,177
m4vnYGgoYBQ,332164,14026,0,410
2eXGtT7E5aU,1205959,38281,0,1164
QYtIT6J7G10,119994,3154,0,127
hhSp3agyGEg,17093,164,0,14
mJR6XSSKi-g,4509503,155151,0,6435
KC0pfCv4A0Y,4876360,85614,0,2776
hARU2pnprX4,82345,2996,0,161
DSgJ_6sOBB8,217648,8259,0,321
IJGh50t6crw,559024,14298,0,585
_S80LFnceaE,32140,588,0,57
HDCiBI2pxeY,44481,566,0,31
M4iukkBmDGg,84102,4161,0,169
EfyZ5U7PBKQ,273182,21672,0,1043
1ZhAz6-Cgdg,92048,4270,0,381
fFUbOnT2gCg,880667,24617,0,710
6v9D1nf1p_Y,960645,20378,0,1039
Uz5Kgcjiasc,96634,6249,0,234
KVPx_extb6M,62021,3824,0,84
zBzeyUvkmCE,140167,3895,0,238
7Sc34WvNxp8,45617,2049,0,76
uwUt1fVLb3E,42810496,521993,0,15177
VAb6wEdum0I,98999,2996,0,172
rbEmFl1CN5U,311782,17157,0,1043
bzOEJgwIM40,63317,1510,0,94
koveFxBb3FU,962986,27411,0,1458
Svv3IX8exP8,1134680,25129,0,668
o0Y3feR_WTw,94761,603,0,51
EdsmANgmegA,65353,5276,0,141
5DcrKid2h0w,143295,3916,0,182
TOrp6OrtVFs,357696,18406,0,650
zdD3UsAemq0,79362,3443,0,267
G1t5dhH0ytQ,34181,930,0,42
XKwDFDDr_VA,3622790,109270,0,2923
jWQR4HrDCIo,31358,579,0,29
k51uMl8rhp0,169482,10549,0,940
4qSYuOYHR8M,247168,3083,0,225
k4YOIEg7U-c,56994,3237,0,95
lwSBAS2Pp-U,57331,1223,0,49
XYZdxSJLg-M,294830,15860,0,685
h4luI94cSi8,155815,4999,0,242
MLSyGaADhfw,26928,805,0,42
kCLFShptAIA,401696,7477,0,419
7Wd5s78Lghw,82773,4170,0,78
meebIY77RI8,108893,2120,0,106
vNi82rhiIiE,105328,3900,0,210
1ZJ9ynWJY78,1579158,27585,0,1046
kjXNLLlbnRc,268321,4769,0,206
mVI7LTePxg4,52620,1333,0,53
UGjWvL92_1s,160542,3902,0,218
FNqYFLEt46Y,69227,1809,0,96
sRUoNXE8cT0,64003,2138,0,149
TIWWV4fLBjw,551602,30131,0,2197
1sddHHMsGTE,47206,1172,0,109
ze4xcmBFvaE,4320645,102521,0,3272
fym6Yxbmki8,48577,1102,0,52
KKW3upDoxsg,238399,12462,0,358
BUWpIou5yO0,140772,6090,0,298
pqh0kU-Fwt0,37002,1428,0,119
tMMowlS-i1s,184544,2456,0,125
qso4MRfidrw,2098702,90548,0,2902
YMsTJo9yxGA,119617,1724,0,134
ICBtVbDVinw,39195,983,0,62
O9-gjKPjGKg,236685,10330,0,288
GbADcl9ljwE,31784,3522,0,39
L6gK3eZ1m_U,357515,23174,0,2644
PMpGjox3TBs,1281472,40163,0,1568
y1VKZUg8XZA,5048247,104355,0,2996
WR1BUVFToSE,374207,6400,0,357
zEC3KU-IiWY,465379,23962,0,523
2qW2139LKN0,1652839,28389,0,1740
ans3p-jnuyo,25278,361,0,0
6-kMktdfHms,95412,3727,0,196
JQTM86SZW2g,244714,3787,0,208
0D0yLOK7z30,187796,3285,0,204
UanRDr0m4IU,55240,1157,0,80
23vumiogTQk,1660278,78853,0,1574
TMxAKlC5FMM,260393,6854,0,495
7RzBrwRLX2E,447843,12990,0,635
NArUd2vMgA8,270452,4766,0,234
ysdjtyV_DuY,8010964,96681,0,2169
4bE2gmxeeQo,38434,445,0,31
PBksI8zbhrg,601910,9318,0,470
ahqSpH38xPo,189948,3039,0,161
u12r_JI8mGM,690632,31202,0,2176
uKPo110Qpvo,418189,18575,0,464
HOkGQsLMW5Y,356407,10996,0,338
uMEnML6sY5Q,1745815,42890,0,2200
y5mhIHW-bL4,261402,5577,0,236
HXGyYeG4eRc,115625,2806,0,151
B_TOY8gQ2NY,598497,20636,0,1646
d0GoWhQgxyQ,2420576,39844,0,2282
_1gUaOyE2dA,72607,1270,0,53
bvQnLyjDuEg,92912,4246,0,266
4iEgxnmXkUU,190617,3431,0,214
CfnM5aeH92Q,55984,992,0,58
Y8xGS9eJQRg,9242555,202305,0,4175
WM_cufzQ32s,44514,1593,0,72
KZk3eoAb6Ck,193028,8108,0,345
jIIuzB11dsA,32515356,600587,0,13528
dSAKavA0fbw,99166,1286,0,59
-vLoM-EqWq8,5328624,170966,0,7218
zJferx79YyU,143283,2397,0,108
j82L3pLjb_0,30034341,344895,0,7167
bepALS8u1zM,116092,4122,0,117
tXUCJKto68Q,1683908,47596,0,1702
qreeSgvYH3M,209860,4602,0,229
B7XF3tINSyI,201391,5439,0,319
4l_gUwdPrNY,1109585,18358,0,1410
6X1uocXxyQo,40489,1610,0,38
auy9DFC2eOE,1487127,33190,0,1082
K5QcBZt_SgY,197726,3042,0,189
TZvakUFEu04,258922,3882,0,228
5dqqknz0ERg,52053,700,0,56
NGv366y_UjQ,976810,26107,0,960
8XdGbFeuQHY,133588,2440,0,151
Qll7IHN0I4Q,18209280,228297,0,7525
6k7_B07IyCA,152855,2390,0,207
HA1TBV6bq6k,166033,2529,0,109
ZD87vLBHGWA,250057,8271,0,363
5iFfh0H9iUM,334436,11000,0,803
qYPQ0EUmbTs,235581,7125,0,447
oi0uBhX9fxI,123531,2656,0,189
WSIb1ViLWDI,4433579,87200,0,3308
vnQA-A2ZvE8,786741,18190,0,679
0p-X6zczdPA,679995,12357,0,658
0Cmzn8BIOdA,9617972,177855,0,5898
0ME1pIEJjdM,233584,5393,0,269
oNLDJp83YAQ,1281761,36236,0,1286
usDb7VDRzeM,373286,11030,0,460
jVyb_yLGrHE,5264264,65793,0,3777
x4Al4EM0Ni4,111590,2930,0,149
